epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.20328877866268158,9.999999747378752e-05,2.7578959465026855,0.2515384554862976,3.2233376502990723
1,0.37368977069854736,9.999999747378752e-05,2.0383148193359375,0.5003846287727356,1.7571479082107544
2,0.43465718626976013,9.999999747378752e-05,1.8750550746917725,0.7438461780548096,0.9201292991638184
3,0.48841235041618347,9.999999747378752e-05,1.714515209197998,0.8253846168518066,0.609470784664154
4,0.49485528469085693,9.999999747378752e-05,1.7012871503829956,0.9134615659713745,0.27622196078300476
5,0.50466388463974,9.999999747378752e-05,1.6635771989822388,0.9611538648605347,0.10911998897790909
6,0.508510410785675,9.999999747378752e-05,1.6690945625305176,0.9930769205093384,0.02003229409456253
7,0.5175497531890869,9.999999747378752e-05,1.6345317363739014,0.9915384650230408,0.025704286992549896
8,0.5198577046394348,9.999999747378752e-05,1.6275192499160767,0.998846173286438,0.0033215878065675497
9,0.49956727027893066,9.999999747378752e-05,1.690362572669983,0.9992307424545288,0.0038400040939450264
10,0.5297625064849854,9.999999747378752e-05,1.5992060899734497,0.9973077178001404,0.008948078379034996
11,0.5222617387771606,9.999999747378752e-05,1.6157910823822021,0.9703845977783203,0.11315914243459702
12,0.5222617387771606,9.999999747378752e-05,1.6160401105880737,0.9973077178001404,0.006995524745434523
13,0.5265890955924988,9.999999747378752e-05,1.607876181602478,0.9992307424545288,0.003727874020114541
14,0.5272622108459473,4.999999873689376e-05,1.6034657955169678,0.9992307424545288,0.0023989668115973473
15,0.5337051749229431,4.999999873689376e-05,1.5818308591842651,0.998846173286438,0.0023302650079131126
16,0.5251466631889343,4.999999873689376e-05,1.6069180965423584,1.0,0.00025413394905626774
17,0.5323588848114014,4.999999873689376e-05,1.5852222442626953,0.9996153712272644,0.0005006162682548165
18,0.5278392434120178,4.999999873689376e-05,1.6002631187438965,0.9992307424545288,0.002339778235182166
19,0.5423598289489746,4.999999873689376e-05,1.5603219270706177,0.9992307424545288,0.00236792815849185
20,0.5297625064849854,4.999999873689376e-05,1.595890998840332,0.998846173286438,0.0034875862766057253
21,0.5324550271034241,4.999999873689376e-05,1.583234429359436,1.0,0.0002701184421312064
22,0.529377818107605,2.499999936844688e-05,1.5963032245635986,0.9996153712272644,0.0010318109998479486
23,0.5243773460388184,2.499999936844688e-05,1.6074597835540771,1.0,0.0006093364208936691
24,0.5278392434120178,2.499999936844688e-05,1.5958683490753174,0.9973077178001404,0.00630758935585618
25,0.5305317640304565,2.499999936844688e-05,1.5814467668533325,0.9996153712272644,0.0004067358677275479
26,0.5261082649230957,2.499999936844688e-05,1.6016966104507446,1.0,9.00455197552219e-05
