epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.12453120201826096,9.999999747378752e-05,3.047416925430298,0.190769225358963,2.97876238822937
1,0.27598807215690613,9.999999747378752e-05,2.350217580795288,0.24307692050933838,2.8726494312286377
2,0.39878833293914795,9.999999747378752e-05,1.9930182695388794,0.3153846263885498,4.3912858963012695
3,0.45571690797805786,9.999999747378752e-05,1.8134407997131348,0.3492307662963867,4.1418023109436035
4,0.4880276918411255,9.999999747378752e-05,1.7289879322052002,0.5411538481712341,2.6262781620025635
5,0.4984132945537567,9.999999747378752e-05,1.6890579462051392,0.680384635925293,1.7764462232589722
6,0.5057216882705688,9.999999747378752e-05,1.6690278053283691,0.8484615087509155,0.5973050594329834
7,0.5113953351974487,9.999999747378752e-05,1.6560907363891602,0.8026922941207886,0.8310219049453735
8,0.5156264901161194,9.999999747378752e-05,1.6454837322235107,0.9223076701164246,0.346407949924469
9,0.5128377676010132,9.999999747378752e-05,1.64815354347229,0.9607692360877991,0.09930844604969025
10,0.5213001370429993,9.999999747378752e-05,1.6277772188186646,0.9876922965049744,0.02748335897922516
11,0.51803058385849,9.999999747378752e-05,1.6361695528030396,0.9619230628013611,0.1154550164937973
12,0.5141840577125549,9.999999747378752e-05,1.648886799812317,0.9730769395828247,0.06029776856303215
13,0.5175497531890869,9.999999747378752e-05,1.6344014406204224,0.9384615421295166,0.17826007306575775
14,0.5184152126312256,9.999999747378752e-05,1.6351503133773804,0.9715384840965271,0.07953380048274994
15,0.5189921855926514,9.999999747378752e-05,1.631489634513855,0.9980769157409668,0.007834156043827534
16,0.5196653604507446,9.999999747378752e-05,1.626268744468689,0.9950000047683716,0.011627379804849625
17,0.5173574090003967,9.999999747378752e-05,1.6395448446273804,0.9857692122459412,0.04962411895394325
18,0.5203384757041931,9.999999747378752e-05,1.631009578704834,0.9561538696289062,0.12790930271148682
19,0.5228387117385864,9.999999747378752e-05,1.6215779781341553,0.98807692527771,0.031593430787324905
